,index,Country Code,Year,Country Name,CDP_City,CDP_TotalEmissions,CDP_Longitude,CDP_Latitude,OWID_iso_code,OWID_co2,OWID_co2_growth_prct,OWID_co2_growth_abs,OWID_consumption_co2,OWID_trade_co2,OWID_trade_co2_share,OWID_co2_per_capita,OWID_consumption_co2_per_capita,OWID_share_global_co2,OWID_cumulative_co2,OWID_share_global_cumulative_co2,OWID_co2_per_gdp,OWID_consumption_co2_per_gdp,OWID_co2_per_unit_energy,OWID_cement_co2,OWID_coal_co2,OWID_flaring_co2,OWID_gas_co2,OWID_oil_co2,OWID_other_industry_co2,OWID_cement_co2_per_capita,OWID_coal_co2_per_capita,OWID_flaring_co2_per_capita,OWID_gas_co2_per_capita,OWID_oil_co2_per_capita,OWID_other_co2_per_capita,OWID_share_global_coal_co2,OWID_share_global_oil_co2,OWID_share_global_gas_co2,OWID_share_global_flaring_co2,OWID_share_global_cement_co2,OWID_cumulative_coal_co2,OWID_cumulative_oil_co2,OWID_cumulative_gas_co2,OWID_cumulative_flaring_co2,OWID_cumulative_cement_co2,OWID_share_global_cumulative_coal_co2,OWID_share_global_cumulative_oil_co2,OWID_share_global_cumulative_gas_co2,OWID_share_global_cumulative_flaring_co2,OWID_share_global_cumulative_cement_co2,OWID_total_ghg,OWID_ghg_per_capita,OWID_methane,OWID_methane_per_capita,OWID_nitrous_oxide,OWID_nitrous_oxide_per_capita,OWID_primary_energy_consumption,OWID_energy_per_capita,OWID_energy_per_gdp,OWID_population,OWID_gdp,GINI_GINI,POP_Population,GDP_GDP,HDI_HDI Rank,HDI_HDI
1037,1037,USA,2019,United States,Fayetteville,1437863.0,-94.1719,36.0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1038,1038,USA,2020,United States,Fayetteville,1394713.0,-94.1719,36.0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,
1039,1039,USA,2015,United States,Flagstaff,1211617.47,-111.631,35.1992,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
1040,1040,USA,2016,United States,Flagstaff,1211617.47,-111.631,35.1992,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1041,1041,USA,2017,United States,Flagstaff,1424563.0,-111.631,35.1992,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1042,1042,USA,2018,United States,Flagstaff,1378369.53,-111.631,35.1992,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1043,1043,USA,2019,United States,Flagstaff,1035343.41,-111.631,35.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1044,1044,USA,2017,United States,Fort Collins,2042310.0,-105.084,40.5853,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1045,1045,USA,2018,United States,Fort Collins,2079294.0,-105.084,40.5853,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1046,1046,USA,2019,United States,Fort Collins,2045142.19,-105.084,40.5853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1047,1047,USA,2018,United States,Fremont,1420184.0,-121.98899999999999,37.5483,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1048,1048,USA,2019,United States,Fremont,1440313.0,-121.98899999999999,37.5483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1049,1049,USA,2017,United States,Greensboro,4467691.0,-79.792,36.0726,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1050,1050,USA,2015,United States,Hayward,1075460.0,-122.081,37.6689,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
1051,1051,USA,2016,United States,Hayward,1048704.0,-122.081,37.6689,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1052,1052,USA,2017,United States,Hayward,1103977.0,-122.081,37.6689,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1053,1053,USA,2018,United States,Hayward,1104799.0,-122.081,37.6689,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1054,1054,USA,2016,United States,Hermosa Beach CA,126611.0,-118.3995,33.8622,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1055,1055,USA,2019,United States,Highland Park IL,312835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1056,1056,USA,2020,United States,Holland MI,625402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,
1057,1057,USA,2019,United States,Hollywood,1034016.4,-80.1495,26.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1058,1058,USA,2015,United States,Houston,33428301.0,-95.3694,29.7602,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
1059,1059,USA,2016,United States,Houston,33428301.0,-95.3694,29.7602,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1060,1060,USA,2017,United States,Houston,33428301.0,-95.3694,29.7602,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1061,1061,USA,2018,United States,Houston,32842434.0,-95.3694,29.7602,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1062,1062,USA,2019,United States,Houston,33414018.0,-95.3694,29.7602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1063,1063,USA,2016,United States,Indianapolis,2160364.98,-86.1785,39.7676,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1064,1064,USA,2017,United States,Indianapolis,2160365.0,-86.1785,39.7676,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1065,1065,USA,2019,United States,Indianapolis,16012576.0,-86.1785,39.7676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1066,1066,USA,2016,United States,Iowa,1298620.0,-91.5302,41.6611,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1067,1067,USA,2017,United States,Iowa,1045993.0,-91.5302,41.6611,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1068,1068,USA,2018,United States,Iowa,933128.0,-91.5302,41.6611,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1069,1069,USA,2019,United States,Ithaca,178413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1070,1070,USA,2018,United States,Kansas,14420040.0,-94.573,39.1429,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1071,1071,USA,2019,United States,Kansas,11162442.0,-94.573,39.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1072,1072,USA,2020,United States,Kansas,12839451.0,-94.573,39.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,
1073,1073,USA,2018,United States,Key West,399592.0,24.5551,81.78,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1074,1074,USA,2016,United States,Knoxville,3999874.0,-83.9207,35.9606,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1075,1075,USA,2017,United States,Knoxville,4383703.0,-83.9207,35.9606,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1076,1076,USA,2018,United States,Knoxville,2653938.45,-83.9207,35.9606,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1077,1077,USA,2019,United States,Knoxville,3892500.0,-83.9207,35.9606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1078,1078,USA,2018,United States,La Crosse,10647.0,-91.2396,43.8014,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1079,1079,USA,2019,United States,Lake Forest,402364.0,-87.8406,42.2586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1080,1080,USA,2020,United States,Lake Forest,402364.0,-87.8406,42.2586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,
1081,1081,USA,2015,United States,Lake Forest IL,402364.0,-87.840625,42.258634,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
1082,1082,USA,2016,United States,Lake Forest IL,402364.0,-87.840625,42.258634,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1083,1083,USA,2017,United States,Lake Forest IL,402364.0,-87.840625,42.258634,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1084,1084,USA,2015,United States,Lakewood,1727870.0,-105.081,39.7047,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
1085,1085,USA,2016,United States,Lakewood,1727860.0,-105.081,39.7047,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1086,1086,USA,2017,United States,Lakewood,1652223.0,-105.081,39.7047,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1087,1087,USA,2018,United States,Lakewood,1630175.0,-105.081,39.7047,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1088,1088,USA,2019,United States,Lakewood,1723572.0,-105.081,39.7047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1089,1089,USA,2017,United States,Lancaster,885210.0,-76.3055,40.0379,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1090,1090,USA,2019,United States,Lancaster CA,777350.0,-76.3055,40.0379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1091,1091,USA,2016,United States,Lancaster PA,365763.0,-76.3055,40.0379,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1092,1092,USA,2017,United States,Lancaster PA,364181.0,-76.3055,40.0379,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1093,1093,USA,2014,United States,Las Vegas,30089102.0,-115.14,36.1699,USA,5561.719,0.865,47.69,5854.312,292.593,5.261,17.453,18.371,15.78,383570.379,26.024,0.337,0.355,0.214,39.439,1732.2120000000002,60.163,1455.405,2242.391,32.11,0.124,5.436,0.189,4.567,7.037000000000001,0.101,11.591,19.093,22.084,16.677,2.658,167472.842,144221.631,66695.201,1849.063,2646.64,23.931,27.731,33.046,12.258,7.749,6097.75,19.135,650.62,2.042,251.37,0.789,25968.993,81491.037,1.574,318672992.0,16500000000000.0,41.5,81.483,75.5,17.0,0.92
1094,1094,USA,2015,United States,Las Vegas,29555418.0,-115.14,36.1699,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
