,index,Country Code,Year,Country Name,CDP_City,CDP_TotalEmissions,CDP_Longitude,CDP_Latitude,OWID_iso_code,OWID_co2,OWID_co2_growth_prct,OWID_co2_growth_abs,OWID_consumption_co2,OWID_trade_co2,OWID_trade_co2_share,OWID_co2_per_capita,OWID_consumption_co2_per_capita,OWID_share_global_co2,OWID_cumulative_co2,OWID_share_global_cumulative_co2,OWID_co2_per_gdp,OWID_consumption_co2_per_gdp,OWID_co2_per_unit_energy,OWID_cement_co2,OWID_coal_co2,OWID_flaring_co2,OWID_gas_co2,OWID_oil_co2,OWID_other_industry_co2,OWID_cement_co2_per_capita,OWID_coal_co2_per_capita,OWID_flaring_co2_per_capita,OWID_gas_co2_per_capita,OWID_oil_co2_per_capita,OWID_other_co2_per_capita,OWID_share_global_coal_co2,OWID_share_global_oil_co2,OWID_share_global_gas_co2,OWID_share_global_flaring_co2,OWID_share_global_cement_co2,OWID_cumulative_coal_co2,OWID_cumulative_oil_co2,OWID_cumulative_gas_co2,OWID_cumulative_flaring_co2,OWID_cumulative_cement_co2,OWID_share_global_cumulative_coal_co2,OWID_share_global_cumulative_oil_co2,OWID_share_global_cumulative_gas_co2,OWID_share_global_cumulative_flaring_co2,OWID_share_global_cumulative_cement_co2,OWID_total_ghg,OWID_ghg_per_capita,OWID_methane,OWID_methane_per_capita,OWID_nitrous_oxide,OWID_nitrous_oxide_per_capita,OWID_primary_energy_consumption,OWID_energy_per_capita,OWID_energy_per_gdp,OWID_population,OWID_gdp,GINI_GINI,POP_Population,GDP_GDP,HDI_HDI Rank,HDI_HDI
858,858,GBR,2016,United Kingdom,Bournemouth,782650.0,-1.8807599999999998,50.7192,GBR,399.11,-5.534,-23.381,541.539,142.429,35.687,6.02,8.168,1.133,76697.595,4.966,0.155,0.21,0.177,4.553,47.889,4.525,165.114,174.291,2.737,0.069,0.722,0.068,2.49,2.629,0.041,0.333,1.456,2.379,1.218,0.311,56705.69,12758.533,6362.262,273.574,502.536,7.7810000000000015,2.345,2.952,1.73,1.357,461.54,6.9620000000000015,52.27,0.7879999999999999,28.4,0.428,2250.284,33941.955,0.872,66298000.0,2580000000000.0,34.8,82.88600000000002,76.4,13.0,0.924
859,859,GBR,2017,United Kingdom,Bournemouth,731230.0,-1.8807599999999998,50.7192,GBR,388.088,-2.761,-11.021,536.217,148.128,38.169,5.816,8.036,1.087,77085.683,4.879,,,,4.41,39.163,4.546,161.655,175.498,2.817,0.066,0.5870000000000001,0.068,2.423,2.63,0.042,0.272,1.4409999999999998,2.272,1.125,0.299,56744.853,12934.031,6523.917,278.12,506.945,7.635,2.326,2.93,1.714,1.3159999999999998,,,,,,,,,,66727000.0,,35.1,83.14299999999999,76.4,13.0,0.926
860,860,GBR,2018,United Kingdom,Bournemouth,380799.0,-1.8807599999999998,50.7192,GBR,380.139,-2.048,-7.95,540.1669999999998,160.028,42.097,5.662000000000001,8.045,1.044,77465.822,4.792,,,,4.364,32.985,4.586,162.10399999999996,173.255,2.845,0.065,0.491,0.068,2.414,2.58,0.042,0.226,1.414,2.165,1.068,0.28800000000000003,56777.837,13107.286,6686.022,282.706,511.309,7.492000000000001,2.306,2.905,1.6980000000000002,1.277,,,,,,,,,,67142000.0,,,83.398,78.0,13.0,0.928
861,861,GBR,2019,United Kingdom,Bournemouth,380799.0,-1.8807599999999998,50.7192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.652,78.9,,
862,862,GBR,2019,United Kingdom,Bristol,1734538.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.652,78.9,,
863,863,GBR,2016,United Kingdom,Cardiff,2128000.0,-3.17909,51.4816,GBR,399.11,-5.534,-23.381,541.539,142.429,35.687,6.02,8.168,1.133,76697.595,4.966,0.155,0.21,0.177,4.553,47.889,4.525,165.114,174.291,2.737,0.069,0.722,0.068,2.49,2.629,0.041,0.333,1.456,2.379,1.218,0.311,56705.69,12758.533,6362.262,273.574,502.536,7.7810000000000015,2.345,2.952,1.73,1.357,461.54,6.9620000000000015,52.27,0.7879999999999999,28.4,0.428,2250.284,33941.955,0.872,66298000.0,2580000000000.0,34.8,82.88600000000002,76.4,13.0,0.924
864,864,GBR,2017,United Kingdom,Cardiff,1959900.0,-3.17909,51.4816,GBR,388.088,-2.761,-11.021,536.217,148.128,38.169,5.816,8.036,1.087,77085.683,4.879,,,,4.41,39.163,4.546,161.655,175.498,2.817,0.066,0.5870000000000001,0.068,2.423,2.63,0.042,0.272,1.4409999999999998,2.272,1.125,0.299,56744.853,12934.031,6523.917,278.12,506.945,7.635,2.326,2.93,1.714,1.3159999999999998,,,,,,,,,,66727000.0,,35.1,83.14299999999999,76.4,13.0,0.926
865,865,GBR,2019,United Kingdom,Cardiff,60164.0,-3.17909,51.4816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.652,78.9,,
866,866,GBR,2015,United Kingdom,Leicester,1799400.0,-1.1333,52.6333,GBR,422.491,-3.773,-16.567,569.846,147.355,34.878,6.415,8.652000000000001,1.2,76298.485,5.056,0.16699999999999998,0.225,0.18600000000000005,4.393,91.747,4.606,147.268,171.34599999999998,3.131,0.067,1.393,0.07,2.236,2.602,0.048,0.627,1.4380000000000002,2.178,1.272,0.308,56657.801,12584.242,6197.148,269.04900000000004,497.982,7.931,2.365,2.971,1.742,1.4,484.63,7.358,52.08,0.7909999999999999,28.54,0.433,2268.505,34444.358,0.897,65860000.0,2530000000000.0,33.2,82.626,75.8,13.0,0.923
867,867,GBR,2016,United Kingdom,Leicester,1719600.0,-1.1333,52.6333,GBR,399.11,-5.534,-23.381,541.539,142.429,35.687,6.02,8.168,1.133,76697.595,4.966,0.155,0.21,0.177,4.553,47.889,4.525,165.114,174.291,2.737,0.069,0.722,0.068,2.49,2.629,0.041,0.333,1.456,2.379,1.218,0.311,56705.69,12758.533,6362.262,273.574,502.536,7.7810000000000015,2.345,2.952,1.73,1.357,461.54,6.9620000000000015,52.27,0.7879999999999999,28.4,0.428,2250.284,33941.955,0.872,66298000.0,2580000000000.0,34.8,82.88600000000002,76.4,13.0,0.924
868,868,GBR,2018,United Kingdom,Leicester,1422.0,-1.1333,52.6333,GBR,380.139,-2.048,-7.95,540.1669999999998,160.028,42.097,5.662000000000001,8.045,1.044,77465.822,4.792,,,,4.364,32.985,4.586,162.10399999999996,173.255,2.845,0.065,0.491,0.068,2.414,2.58,0.042,0.226,1.414,2.165,1.068,0.28800000000000003,56777.837,13107.286,6686.022,282.706,511.309,7.492000000000001,2.306,2.905,1.6980000000000002,1.277,,,,,,,,,,67142000.0,,,83.398,78.0,13.0,0.928
869,869,GBR,2019,United Kingdom,Leicester,1844389.31,-1.1333,52.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.652,78.9,,
870,870,GBR,2020,United Kingdom,Leicester,1844389.31,-1.1333,52.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.3,,
871,871,GBR,2013,United Kingdom,London,44284675.0,-0.07868,51.5048,GBR,477.901,-2.028,-9.895,616.48,138.579,28.997,7.354,9.487,1.366,75436.937,5.2429999999999986,0.197,0.254,0.201,4.029,142.685,4.124,157.069,166.627,3.367,0.062,2.196,0.063,2.417,2.564,0.052000000000000005,0.956,1.433,2.401,1.181,0.282,56450.35,12245.596,5905.959,260.096,489.374,8.243,2.4090000000000003,3.025,1.766,1.4980000000000002,541.18,8.328,56.18,0.865,28.12,0.433,2373.274,36520.893,0.977,64984000.0,2430000000000.0,33.2,82.102,74.8,13.0,0.921
872,872,GBR,2014,United Kingdom,London,39920355.0,-0.07868,51.5048,GBR,439.05800000000005,-8.128,-38.843,589.771,150.714,34.327,6.711,9.015,1.246,75875.995,5.148,0.177,0.238,0.196,4.215,115.704,4.347,143.921,167.3,3.57,0.064,1.769,0.066,2.2,2.557,0.055,0.774,1.4240000000000002,2.184,1.205,0.284,56566.054,12412.896,6049.88,264.443,493.589,8.083,2.387,2.998,1.753,1.445,500.98,7.657999999999999,53.52,0.818,28.51,0.436,2239.032,34223.929,0.903,65423000.0,2480000000000.0,34.0,82.365,74.9,13.0,0.925
873,873,GBR,2015,United Kingdom,London,40750490.0,-0.07868,51.5048,GBR,422.491,-3.773,-16.567,569.846,147.355,34.878,6.415,8.652000000000001,1.2,76298.485,5.056,0.16699999999999998,0.225,0.18600000000000005,4.393,91.747,4.606,147.268,171.34599999999998,3.131,0.067,1.393,0.07,2.236,2.602,0.048,0.627,1.4380000000000002,2.178,1.272,0.308,56657.801,12584.242,6197.148,269.04900000000004,497.982,7.931,2.365,2.971,1.742,1.4,484.63,7.358,52.08,0.7909999999999999,28.54,0.433,2268.505,34444.358,0.897,65860000.0,2530000000000.0,33.2,82.626,75.8,13.0,0.923
874,874,GBR,2016,United Kingdom,London,40190000.0,-0.07868,51.5048,GBR,399.11,-5.534,-23.381,541.539,142.429,35.687,6.02,8.168,1.133,76697.595,4.966,0.155,0.21,0.177,4.553,47.889,4.525,165.114,174.291,2.737,0.069,0.722,0.068,2.49,2.629,0.041,0.333,1.456,2.379,1.218,0.311,56705.69,12758.533,6362.262,273.574,502.536,7.7810000000000015,2.345,2.952,1.73,1.357,461.54,6.9620000000000015,52.27,0.7879999999999999,28.4,0.428,2250.284,33941.955,0.872,66298000.0,2580000000000.0,34.8,82.88600000000002,76.4,13.0,0.924
875,875,GBR,2017,United Kingdom,London,40096000.0,-0.07868,51.5048,GBR,388.088,-2.761,-11.021,536.217,148.128,38.169,5.816,8.036,1.087,77085.683,4.879,,,,4.41,39.163,4.546,161.655,175.498,2.817,0.066,0.5870000000000001,0.068,2.423,2.63,0.042,0.272,1.4409999999999998,2.272,1.125,0.299,56744.853,12934.031,6523.917,278.12,506.945,7.635,2.326,2.93,1.714,1.3159999999999998,,,,,,,,,,66727000.0,,35.1,83.14299999999999,76.4,13.0,0.926
876,876,GBR,2018,United Kingdom,London,34890413.7,-0.07868,51.5048,GBR,380.139,-2.048,-7.95,540.1669999999998,160.028,42.097,5.662000000000001,8.045,1.044,77465.822,4.792,,,,4.364,32.985,4.586,162.10399999999996,173.255,2.845,0.065,0.491,0.068,2.414,2.58,0.042,0.226,1.414,2.165,1.068,0.28800000000000003,56777.837,13107.286,6686.022,282.706,511.309,7.492000000000001,2.306,2.905,1.6980000000000002,1.277,,,,,,,,,,67142000.0,,,83.398,78.0,13.0,0.928
877,877,GBR,2019,United Kingdom,London,33623714.0,-0.07868,51.5048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.652,78.9,,
878,878,GBR,2013,United Kingdom,Manchester,16608920.0,-2.15783,53.4576,GBR,477.901,-2.028,-9.895,616.48,138.579,28.997,7.354,9.487,1.366,75436.937,5.2429999999999986,0.197,0.254,0.201,4.029,142.685,4.124,157.069,166.627,3.367,0.062,2.196,0.063,2.417,2.564,0.052000000000000005,0.956,1.433,2.401,1.181,0.282,56450.35,12245.596,5905.959,260.096,489.374,8.243,2.4090000000000003,3.025,1.766,1.4980000000000002,541.18,8.328,56.18,0.865,28.12,0.433,2373.274,36520.893,0.977,64984000.0,2430000000000.0,33.2,82.102,74.8,13.0,0.921
879,879,GBR,2015,United Kingdom,Manchester,16145000.0,-2.15783,53.4576,GBR,422.491,-3.773,-16.567,569.846,147.355,34.878,6.415,8.652000000000001,1.2,76298.485,5.056,0.16699999999999998,0.225,0.18600000000000005,4.393,91.747,4.606,147.268,171.34599999999998,3.131,0.067,1.393,0.07,2.236,2.602,0.048,0.627,1.4380000000000002,2.178,1.272,0.308,56657.801,12584.242,6197.148,269.04900000000004,497.982,7.931,2.365,2.971,1.742,1.4,484.63,7.358,52.08,0.7909999999999999,28.54,0.433,2268.505,34444.358,0.897,65860000.0,2530000000000.0,33.2,82.626,75.8,13.0,0.923
880,880,GBR,2016,United Kingdom,Manchester,14889318.0,-2.15783,53.4576,GBR,399.11,-5.534,-23.381,541.539,142.429,35.687,6.02,8.168,1.133,76697.595,4.966,0.155,0.21,0.177,4.553,47.889,4.525,165.114,174.291,2.737,0.069,0.722,0.068,2.49,2.629,0.041,0.333,1.456,2.379,1.218,0.311,56705.69,12758.533,6362.262,273.574,502.536,7.7810000000000015,2.345,2.952,1.73,1.357,461.54,6.9620000000000015,52.27,0.7879999999999999,28.4,0.428,2250.284,33941.955,0.872,66298000.0,2580000000000.0,34.8,82.88600000000002,76.4,13.0,0.924
881,881,GBR,2017,United Kingdom,Manchester,16892757.0,-2.15783,53.4576,GBR,388.088,-2.761,-11.021,536.217,148.128,38.169,5.816,8.036,1.087,77085.683,4.879,,,,4.41,39.163,4.546,161.655,175.498,2.817,0.066,0.5870000000000001,0.068,2.423,2.63,0.042,0.272,1.4409999999999998,2.272,1.125,0.299,56744.853,12934.031,6523.917,278.12,506.945,7.635,2.326,2.93,1.714,1.3159999999999998,,,,,,,,,,66727000.0,,35.1,83.14299999999999,76.4,13.0,0.926
882,882,GBR,2018,United Kingdom,Manchester,9587290.0,-2.15783,53.4576,GBR,380.139,-2.048,-7.95,540.1669999999998,160.028,42.097,5.662000000000001,8.045,1.044,77465.822,4.792,,,,4.364,32.985,4.586,162.10399999999996,173.255,2.845,0.065,0.491,0.068,2.414,2.58,0.042,0.226,1.414,2.165,1.068,0.28800000000000003,56777.837,13107.286,6686.022,282.706,511.309,7.492000000000001,2.306,2.905,1.6980000000000002,1.277,,,,,,,,,,67142000.0,,,83.398,78.0,13.0,0.928
883,883,GBR,2019,United Kingdom,Manchester,12766351.7,-2.15783,53.4576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.652,78.9,,
884,884,USA,2016,United States,Abington,615224.0,-75.1195,40.1241,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
885,885,USA,2017,United States,Abington,615224.0,-75.1195,40.1241,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
886,886,USA,2018,United States,Abington,538687.0,-75.1195,40.1241,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
887,887,USA,2019,United States,Abington,574488.0,-75.1195,40.1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
888,888,USA,2018,United States,Alameda,419377.0,122.163,37.4522,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
889,889,USA,2016,United States,Albany,1217091.0,-73.7562,42.6526,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
890,890,USA,2017,United States,Albany,1217091.0,-73.7562,42.6526,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
891,891,USA,2018,United States,Albany,1217091.0,-73.7562,42.6526,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
892,892,USA,2016,United States,Alton,401079.0,-90.1843,38.8906,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
893,893,USA,2018,United States,Anchorage,3557393.0,-149.9,61.2181,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
894,894,USA,2017,United States,Ann Arbor,1420000.0,-83.743,42.2808,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
895,895,USA,2019,United States,Ann Arbor,2040399.0,-83.743,42.2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
896,896,USA,2016,United States,Arlington,2480700.0,-76.0026,37.2265,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
897,897,USA,2017,United States,Arlington,2550886.0,-76.0026,37.2265,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
898,898,USA,2018,United States,Arlington,2219019.0,-76.0026,37.2265,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
899,899,USA,2019,United States,Arlington,2260001.0,-76.0026,37.2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
900,900,USA,2020,United States,Arlington,2260001.0,-76.0026,37.2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,
901,901,USA,2019,United States,Ashland OR,372994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
902,902,USA,2020,United States,Ashland OR,372994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,
903,903,USA,2019,United States,Aspen,305319.0,-106.837,39.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
904,904,USA,2020,United States,Aspen,305319.0,-106.837,39.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,
905,905,USA,2015,United States,Aspen and Pitkin,477621.0,-106.837,39.195,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
906,906,USA,2016,United States,Aspen and Pitkin,394341.0,-106.837,39.195,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
907,907,USA,2017,United States,Aspen and Pitkin,394341.0,-106.837,39.195,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
908,908,USA,2013,United States,Atlanta,9650000.0,-84.38799999999999,33.749,USA,5514.029,2.729,146.461,5818.528,304.499,5.522,17.427,18.39,15.76,378008.66,26.275,0.342,0.361,0.215,36.369,1739.503,54.975,1427.4720000000002,2224.935,30.776,0.115,5.497999999999998,0.174,4.512,7.032,0.097,11.658,19.132,21.824,15.749,2.548,165740.63,141979.24,65239.795,1788.9,2607.201,24.201,27.93,33.416,12.15,7.98,6056.31,19.141,643.66,2.0340000000000003,251.19,0.794,25679.335,81160.729,1.595,316400992.0,16100000000000.0,40.7,81.29899999999998,76.0,17.0,0.918
909,909,USA,2015,United States,Atlanta,8857265.0,-84.38799999999999,33.749,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
910,910,USA,2016,United States,Atlanta,9024235.0,-84.38799999999999,33.749,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
911,911,USA,2017,United States,Atlanta,9139286.0,-84.38799999999999,33.749,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
912,912,USA,2018,United States,Atlanta,7580504.0,-84.38799999999999,33.749,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
913,913,USA,2016,United States,Austin,13700000.0,-97.7431,30.2672,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
